Tier,Rank,Champion Name,Lane,Win Rate,Pick Rate,Ban Rate,Play Count
Master,37,잭스,탑,50.20%,4.98%,6.45%,"2,002"
Master,38,아칼리,미드,48.80%,8.47%,8.98%,"3,406"
Master,39,키아나,미드,52.48%,3.95%,2.21%,"1,591"
Master,40,멜,바텀,51.03%,3.61%,70.55%,"1,452"
Master,41,마오카이,서폿,52.99%,5.61%,1.34%,"2,257"
Master,42,징크스,바텀,50.94%,14.91%,1.32%,"5,997"
Master,43,레오나,서폿,49.77%,8.04%,3.67%,"3,233"
Master,44,드레이븐,바텀,53.00%,3.52%,11.20%,"1,415"
Master,45,애쉬,바텀,51.24%,5.91%,5.88%,"2,379"
Master,46,킨드레드,정글,53.17%,5.72%,1.38%,"2,302"
Master,47,그레이브즈,정글,50.44%,7.11%,6.77%,"2,859"
Master,48,오리아나,미드,49.16%,6.97%,3.78%,"2,803"
Master,49,벡스,미드,51.97%,2.77%,2.41%,"1,116"
Master,50,아크샨,미드,53.14%,2.25%,1.32%,907
Master,51,탈론,미드,52.24%,4.22%,1.35%,"1,698"
Master,52,바이,정글,50.40%,10.04%,2.10%,"4,038"
Master,53,그라가스,탑,53.02%,4.40%,0.55%,"1,769"
Master,54,신드라,미드,51.55%,4.65%,0.80%,"1,870"
Master,55,헤카림,정글,50.91%,6.97%,2.54%,"2,805"
Master,56,니코,서폿,51.68%,4.30%,2.46%,"1,730"
Master,57,우르곳,탑,56.52%,2.12%,0.32%,851
Master,58,제라스,미드,50.29%,4.30%,1.60%,"1,730"
Master,59,벨베스,정글,52.27%,3.95%,4.07%,"1,588"
Master,60,자이라,정글,50.22%,4.46%,6.96%,"1,794"
Master,61,아지르,미드,51.12%,4.10%,0.58%,"1,649"
Master,62,카시오페아,탑,52.36%,2.95%,10.61%,"1,188"
Master,63,카르마,탑,54.74%,1.63%,10.04%,654
Master,64,세나,서폿,52.09%,5.11%,0.52%,"2,056"
Master,65,코르키,미드,50.53%,2.81%,12.44%,"1,132"
Master,66,신 짜오,정글,51.74%,6.22%,0.63%,"2,503"
Master,67,바드,서폿,51.08%,5.97%,0.79%,"2,400"
Master,68,르블랑,미드,48.03%,3.97%,39.05%,"1,599"
Master,69,노틸러스,서폿,48.42%,12.08%,5.29%,"4,860"
Master,70,라칸,서폿,49.36%,8.01%,1.41%,"3,221"
Master,71,니코,미드,53.00%,1.53%,2.46%,617
Master,72,샤코,정글,50.48%,3.08%,7.93%,"1,238"
Master,73,아트록스,탑,49.28%,6.19%,3.93%,"2,490"
Master,74,갱플랭크,탑,51.34%,3.81%,1.40%,"1,531"
Master,75,마스터 이,정글,52.27%,3.50%,1.26%,"1,408"
Master,76,흐웨이,바텀,53.76%,2.05%,8.52%,824
Master,77,쓰레쉬,서폿,49.12%,8.35%,2.20%,"3,359"
Master,78,리븐,탑,51.20%,3.62%,0.76%,"1,457"
Master,79,리산드라,미드,52.79%,2.76%,0.34%,"1,112"
Master,80,바루스,바텀,49.32%,13.65%,4.46%,"5,491"
Master,81,카타리나,미드,49.59%,4.29%,2.14%,"1,724"
Master,82,다리우스,탑,48.75%,5.36%,8.87%,"2,156"
Master,83,아이번,정글,55.05%,1.21%,0.36%,485
Master,84,케이틀린,바텀,49.51%,10.34%,5.43%,"4,161"
Master,85,키아나,정글,54.58%,1.49%,2.21%,601
Master,86,애니비아,미드,55.84%,1.17%,0.73%,471
Master,87,케넨,탑,52.40%,2.23%,2.33%,897
Master,88,카시오페아,바텀,54.97%,1.55%,10.61%,624
Master,89,럼블,미드,56.46%,0.52%,4.80%,209
Master,90,신지드,탑,51.38%,2.98%,0.80%,"1,197"
Master,91,렉사이,정글,52.15%,2.89%,0.80%,"1,164"
Master,92,알리스타,서폿,48.97%,9.40%,1.33%,"3,782"
Master,93,문도 박사,탑,50.11%,3.43%,0.62%,"1,381"
Master,94,애니,미드,53.75%,1.42%,0.18%,573
Master,95,세트,탑,50.69%,3.43%,0.22%,"1,381"
Master,96,칼리스타,바텀,49.85%,5.71%,4.47%,"2,297"
Master,97,블리츠크랭크,서폿,47.97%,6.56%,8.59%,"2,641"
Master,98,카밀,탑,51.78%,2.59%,0.44%,"1,041"
Master,99,블라디미르,탑,49.46%,4.59%,1.94%,"1,846"
Master,100,티모,탑,51.01%,2.33%,1.29%,939
Master,101,판테온,미드,51.74%,1.43%,1.59%,574
Master,102,에코,미드,50.93%,1.87%,0.24%,752
Master,103,릴리아,정글,49.80%,4.39%,1.46%,"1,767"
Master,104,트린다미어,탑,50.69%,2.16%,1.67%,868
Master,105,누누와 윌럼프,정글,51.34%,3.06%,1.02%,"1,231"
Master,106,올라프,탑,52.52%,2.07%,1.01%,832
Master,107,소라카,서폿,50.96%,3.12%,0.12%,"1,254"
Master,108,렝가,탑,52.40%,1.56%,1.69%,626
Master,109,야스오,미드,47.86%,5.18%,10.63%,"2,083"
Master,110,피들스틱,서폿,53.63%,1.23%,2.34%,496
Master,111,요네,미드,47.19%,9.39%,5.87%,"3,778"
Master,112,트리스타나,바텀,51.64%,3.40%,0.33%,"1,369"
Master,113,스웨인,서폿,52.67%,1.02%,0.29%,412
Master,114,암베사,미드,49.48%,1.91%,17.88%,768
Master,115,판테온,정글,49.48%,4.03%,1.59%,"1,621"
Master,116,흐웨이,서폿,54.17%,0.66%,8.52%,264
Master,117,세라핀,서폿,50.13%,2.79%,0.14%,"1,121"
Master,118,그웬,탑,51.73%,1.72%,1.00%,692
Master,119,시비르,바텀,50.69%,3.58%,0.22%,"1,442"
Master,120,닐라,바텀,58.48%,0.85%,0.22%,342
Master,121,모데카이저,탑,51.25%,2.28%,0.27%,919
Master,122,나르,탑,48.03%,4.91%,4.81%,"1,976"
Master,123,판테온,서폿,51.99%,1.93%,1.59%,777
Master,124,아리,미드,48.54%,5.28%,0.27%,"2,124"
Master,125,제리,바텀,50.00%,5.47%,0.14%,"2,200"
Master,126,이블린,정글,52.26%,1.43%,0.57%,574
Master,127,갈리오,서폿,51.76%,1.06%,10.47%,427
Master,128,직스,바텀,50.94%,1.73%,0.40%,695
Master,129,쉔,탑,51.41%,2.03%,0.49%,815
Master,130,카르마,미드,49.81%,1.32%,10.04%,532
Master,131,잔나,서폿,51.55%,1.76%,0.09%,710
Master,132,클레드,탑,51.01%,1.60%,0.42%,645
Master,133,카이사,바텀,48.27%,15.32%,0.43%,"6,165"
Master,134,요네,탑,48.88%,4.24%,5.87%,"1,704"
Master,135,마오카이,탑,50.33%,1.87%,1.34%,753
Master,136,볼리베어,탑,50.08%,1.47%,1.10%,593
Master,137,우디르,탑,52.22%,1.29%,0.54%,517
Master,138,야스오,탑,50.59%,1.27%,10.63%,510
Master,139,녹턴,정글,48.28%,5.20%,2.57%,"2,092"
Master,140,엘리스,정글,48.13%,2.52%,37.74%,"1,014"
Master,141,나미,서폿,50.00%,1.97%,0.10%,792
Master,142,트위스티드 페이트,미드,48.85%,2.93%,0.18%,"1,179"
Master,143,자크,정글,48.80%,3.52%,1.88%,"1,418"
Master,144,럭스,서폿,49.05%,2.75%,0.36%,"1,105"
Master,145,피즈,미드,51.32%,0.94%,0.25%,378
Master,146,루시안,바텀,51.20%,1.97%,0.19%,793
Master,147,럭스,미드,52.59%,0.62%,0.36%,251
Master,148,탈리야,정글,49.73%,2.28%,1.03%,917
Master,149,피들스틱,정글,49.27%,2.40%,2.34%,964
Master,150,타릭,서폿,50.00%,1.34%,0.10%,538
Master,151,트위치,바텀,50.16%,1.52%,0.33%,610
Master,152,말자하,미드,49.75%,1.48%,0.10%,597
Master,153,아우렐리온 솔,미드,49.62%,1.30%,0.10%,522
Master,154,벨코즈,서폿,49.52%,1.03%,0.37%,414
Master,155,하이머딩거,서폿,50.87%,0.57%,0.66%,230
Master,156,질리언,서폿,52.09%,1.37%,0.17%,551
Master,157,스카너,탑,52.11%,0.53%,23.72%,213
Master,158,하이머딩거,바텀,54.26%,0.55%,0.66%,223
Master,159,오공,정글,47.46%,6.49%,2.24%,"2,613"
Master,160,판테온,탑,49.08%,2.04%,1.59%,819
Master,161,자이라,서폿,49.22%,1.59%,6.96%,638
Master,162,사이온,탑,49.49%,2.66%,0.13%,"1,071"
Master,163,럼블,정글,51.21%,0.72%,4.80%,289
Master,164,베인,바텀,54.72%,0.76%,0.59%,307
Master,165,자크,탑,49.80%,1.27%,1.88%,512
Master,166,카직스,정글,48.47%,3.09%,0.67%,"1,242"
Master,167,탈론,정글,49.66%,1.83%,1.35%,737
Master,168,그웬,정글,50.48%,0.77%,1.00%,311
Master,169,니달리,서폿,52.61%,0.71%,16.07%,287
Master,170,레넥톤,미드,50.67%,0.74%,6.31%,298
Master,171,코그모,바텀,52.91%,0.90%,0.08%,361
Master,172,하이머딩거,탑,50.76%,0.98%,0.66%,396
Master,173,블라디미르,미드,48.14%,2.20%,1.94%,887
Master,174,오공,탑,50.14%,0.87%,2.24%,349
Master,175,레나타 글라스크,서폿,49.40%,1.44%,0.42%,579
Master,176,스웨인,바텀,51.15%,1.08%,0.29%,434
Master,177,카사딘,미드,49.67%,0.75%,0.12%,302
Master,178,멜,서폿,47.67%,2.24%,70.55%,900
Master,179,탐 켄치,탑,50.57%,0.65%,0.24%,261
Master,180,벨코즈,미드,52.47%,0.55%,0.37%,223
Master,181,라이즈,미드,48.08%,2.14%,0.63%,861
Master,182,렝가,정글,50.82%,0.90%,1.69%,364
Master,183,요릭,탑,50.66%,1.13%,0.28%,456
Master,184,라이즈,탑,48.97%,1.69%,0.63%,678
Master,185,트린다미어,미드,50.18%,0.67%,1.67%,271
Master,186,베인,탑,53.11%,0.68%,0.59%,273
Master,187,아펠리오스,바텀,49.25%,3.30%,0.12%,"1,328"
Master,188,조이,서폿,48.94%,1.40%,4.80%,564
Master,189,제라스,바텀,51.49%,0.67%,1.60%,268
Master,190,카밀,서폿,49.58%,0.59%,0.44%,236
Master,191,오로라,탑,48.12%,1.85%,17.78%,744
Master,192,오른,탑,48.58%,1.83%,0.06%,737
Master,193,사일러스,서폿,48.55%,0.86%,12.33%,344
Master,194,다이애나,정글,47.29%,2.89%,0.42%,"1,163"
Master,195,케넨,서폿,49.51%,0.51%,2.33%,206
Master,196,일라오이,탑,48.57%,0.87%,0.39%,350
Master,197,진,바텀,46.42%,12.47%,0.36%,"5,017"
Master,198,잭스,정글,50.21%,0.59%,6.45%,239
Master,199,사미라,바텀,48.12%,0.86%,0.58%,345
Master,200,모르가나,서폿,47.94%,0.96%,0.49%,388
Master,201,샤코,서폿,47.61%,0.99%,7.93%,397
Master,202,자야,바텀,47.68%,2.09%,0.13%,839
Master,203,브라이어,정글,47.44%,1.50%,0.29%,605
Master,204,빅토르,바텀,47.39%,1.00%,14.72%,403
Master,205,스웨인,미드,46.89%,0.96%,0.29%,386
Master,206,탐 켄치,서폿,48.14%,0.80%,0.24%,322
Master,207,갈리오,탑,48.31%,0.88%,10.47%,356
Master,208,워윅,정글,46.98%,1.07%,5.58%,430
Master,209,사일러스,탑,47.00%,1.04%,12.33%,417
Master,210,베이가,미드,46.45%,1.09%,0.10%,437
Master,211,자르반 4세,정글,46.43%,2.19%,0.08%,883
Master,212,에코,정글,46.28%,1.70%,0.24%,685
Master,213,아칼리,탑,47.04%,1.26%,8.98%,506
Master,214,케인,정글,45.98%,1.64%,0.15%,659
Master,215,크산테,미드,47.09%,0.55%,15.43%,223
Master,216,애니비아,서폿,46.90%,0.56%,0.73%,226
Master,217,리 신,탑,48.37%,0.61%,29.49%,246
Master,218,세주아니,정글,46.19%,1.73%,0.06%,695
Master,219,다이애나,미드,45.11%,1.63%,0.42%,654
Master,220,바루스,탑,47.42%,1.06%,4.46%,426
Master,221,그라가스,정글,46.85%,1.18%,0.55%,476
Master,222,밀리오,서폿,47.30%,0.60%,0.05%,241
Master,223,가렌,미드,46.96%,0.57%,0.68%,230
Master,224,벨코즈,바텀,47.37%,0.99%,0.37%,399
Master,225,소나,서폿,45.58%,0.56%,0.02%,226
Master,226,케일,탑,46.57%,0.69%,0.17%,277
Master,227,나서스,탑,45.85%,0.87%,0.29%,349
Master,228,유미,서폿,42.50%,3.86%,2.97%,"1,553"
Master,229,가렌,탑,43.84%,2.78%,0.68%,"1,120"
Master,230,스몰더,바텀,43.61%,1.85%,0.26%,743
Master,231,말파이트,탑,42.86%,1.69%,1.37%,679
Master,232,스몰더,미드,43.65%,0.76%,0.26%,307
Master,233,제라스,서폿,42.40%,2.03%,1.60%,816
Master,234,뽀삐,정글,41.31%,0.53%,24.58%,213
